variable,units,mean,stdev,n,group,month,year,county,station,depth
Temperature,degrees Celsius,2.165,0.771,72210,county_month_depth,3,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,98.833,2.049,31506,county_month_depth,3,NA,Lunenburg,NA,20
Temperature,degrees Celsius,2.062,0.957,74292,county_month_depth,3,NA,Lunenburg,NA,20
Temperature,degrees Celsius,2.725,0.79,12648,county_month_depth,3,NA,Lunenburg,NA,25
Temperature,degrees Celsius,2.063,0.541,744,county_month_depth,3,NA,Lunenburg,NA,27
Temperature,degrees Celsius,2.838,0.948,25296,county_month_depth,3,NA,Lunenburg,NA,30
Temperature,degrees Celsius,3.792,0.646,1488,county_month_depth,3,NA,Lunenburg,NA,37
Temperature,degrees Celsius,1.936,1.223,11160,county_month_depth,3,NA,Lunenburg,NA,40
Temperature,degrees Celsius,3.911,0.99,720,county_month_depth,4,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,106.46,3.24,4921,county_month_depth,4,NA,Lunenburg,NA,2
Temperature,degrees Celsius,3.911,1.038,72577,county_month_depth,4,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,10.796,0.547,7666,county_month_depth,4,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,105.009,2.561,5976,county_month_depth,4,NA,Lunenburg,NA,5
Temperature,degrees Celsius,3.724,0.945,81031,county_month_depth,4,NA,Lunenburg,NA,5
Temperature,degrees Celsius,3.52,0.923,63648,county_month_depth,4,NA,Lunenburg,NA,10
Temperature,degrees Celsius,3.461,0.741,720,county_month_depth,4,NA,Lunenburg,NA,12
Temperature,degrees Celsius,3.325,0.926,63646,county_month_depth,4,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,101.01,2.888,5061,county_month_depth,4,NA,Lunenburg,NA,20
Temperature,degrees Celsius,3.041,0.991,66278,county_month_depth,4,NA,Lunenburg,NA,20
Temperature,degrees Celsius,3.449,0.581,11491,county_month_depth,4,NA,Lunenburg,NA,25
Temperature,degrees Celsius,3.837,0.671,720,county_month_depth,4,NA,Lunenburg,NA,27
Temperature,degrees Celsius,3.011,0.978,23720,county_month_depth,4,NA,Lunenburg,NA,30
Temperature,degrees Celsius,3.465,0.638,1440,county_month_depth,4,NA,Lunenburg,NA,37
Temperature,degrees Celsius,2.222,1.215,10792,county_month_depth,4,NA,Lunenburg,NA,40
Temperature,degrees Celsius,7.302,1.361,744,county_month_depth,5,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,105.746,2.649,8634,county_month_depth,5,NA,Lunenburg,NA,2
Salinity,practical salinity units,31.052,0.367,4105,county_month_depth,5,NA,Lunenburg,NA,2
Temperature,degrees Celsius,7.223,1.821,58642,county_month_depth,5,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,10.449,0.393,16045,county_month_depth,5,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,106.305,4.883,15239,county_month_depth,5,NA,Lunenburg,NA,5
Temperature,degrees Celsius,6.585,1.689,67169,county_month_depth,5,NA,Lunenburg,NA,5
Temperature,degrees Celsius,5.503,1.336,52840,county_month_depth,5,NA,Lunenburg,NA,10
Temperature,degrees Celsius,5.132,1.057,744,county_month_depth,5,NA,Lunenburg,NA,12
Temperature,degrees Celsius,4.738,1.2,52839,county_month_depth,5,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,99.866,3.233,12966,county_month_depth,5,NA,Lunenburg,NA,20
Temperature,degrees Celsius,4.224,1.169,56387,county_month_depth,5,NA,Lunenburg,NA,20
Temperature,degrees Celsius,3.891,1.017,9827,county_month_depth,5,NA,Lunenburg,NA,25
Temperature,degrees Celsius,5.197,0.512,913,county_month_depth,5,NA,Lunenburg,NA,27
Temperature,degrees Celsius,3.258,0.918,22444,county_month_depth,5,NA,Lunenburg,NA,30
Temperature,degrees Celsius,3.3,0.668,1902,county_month_depth,5,NA,Lunenburg,NA,37
Temperature,degrees Celsius,1.757,0.872,27259,county_month_depth,5,NA,Lunenburg,NA,40
Temperature,degrees Celsius,10.948,1.228,720,county_month_depth,6,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,111.115,2.255,4245,county_month_depth,6,NA,Lunenburg,NA,2
Salinity,practical salinity units,30.308,0.611,4222,county_month_depth,6,NA,Lunenburg,NA,2
Temperature,degrees Celsius,10.744,2.518,51255,county_month_depth,6,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,10.017,0.789,20971,county_month_depth,6,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,109.324,4.051,17078,county_month_depth,6,NA,Lunenburg,NA,5
Temperature,degrees Celsius,9.51,2.41,66604,county_month_depth,6,NA,Lunenburg,NA,5
Temperature,degrees Celsius,7.589,2.02,54229,county_month_depth,6,NA,Lunenburg,NA,10
Temperature,degrees Celsius,7.126,1.841,720,county_month_depth,6,NA,Lunenburg,NA,12
Temperature,degrees Celsius,6.268,1.652,54229,county_month_depth,6,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,101.776,4.727,12796,county_month_depth,6,NA,Lunenburg,NA,20
Temperature,degrees Celsius,5.446,1.268,72407,county_month_depth,6,NA,Lunenburg,NA,20
Temperature,degrees Celsius,4.43,1.077,10800,county_month_depth,6,NA,Lunenburg,NA,25
Temperature,degrees Celsius,4.659,0.853,1351,county_month_depth,6,NA,Lunenburg,NA,27
Temperature,degrees Celsius,3.834,0.872,23040,county_month_depth,6,NA,Lunenburg,NA,30
Temperature,degrees Celsius,3.404,0.441,2160,county_month_depth,6,NA,Lunenburg,NA,37
Temperature,degrees Celsius,3.548,0.684,7196,county_month_depth,6,NA,Lunenburg,NA,40
Temperature,degrees Celsius,15.163,2.09,744,county_month_depth,7,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,111.865,1.725,4386,county_month_depth,7,NA,Lunenburg,NA,2
Salinity,practical salinity units,30.04,0.512,1656,county_month_depth,7,NA,Lunenburg,NA,2
Temperature,degrees Celsius,14.557,3.343,51517,county_month_depth,7,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,9.758,0.891,20830,county_month_depth,7,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,109.447,3.963,13320,county_month_depth,7,NA,Lunenburg,NA,5
Temperature,degrees Celsius,13.176,3.304,72068,county_month_depth,7,NA,Lunenburg,NA,5
Temperature,degrees Celsius,10.08,2.993,58192,county_month_depth,7,NA,Lunenburg,NA,10
Temperature,degrees Celsius,10.574,2.106,744,county_month_depth,7,NA,Lunenburg,NA,12
Temperature,degrees Celsius,8.137,2.255,58197,county_month_depth,7,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,104.849,4.693,13223,county_month_depth,7,NA,Lunenburg,NA,20
Temperature,degrees Celsius,6.979,1.702,58028,county_month_depth,7,NA,Lunenburg,NA,20
Temperature,degrees Celsius,6.681,1.159,30390,county_month_depth,7,NA,Lunenburg,NA,25
Temperature,degrees Celsius,5.909,0.671,1488,county_month_depth,7,NA,Lunenburg,NA,27
Temperature,degrees Celsius,4.86,1.132,23808,county_month_depth,7,NA,Lunenburg,NA,30
Temperature,degrees Celsius,4.112,0.508,2232,county_month_depth,7,NA,Lunenburg,NA,37
Temperature,degrees Celsius,4.177,0.721,7440,county_month_depth,7,NA,Lunenburg,NA,40
Temperature,degrees Celsius,18.257,1.113,744,county_month_depth,8,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,110.664,4.144,4387,county_month_depth,8,NA,Lunenburg,NA,2
Temperature,degrees Celsius,16.328,3.21,51182,county_month_depth,8,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,9.019,1.479,20832,county_month_depth,8,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,111.683,4.026,14326,county_month_depth,8,NA,Lunenburg,NA,5
Temperature,degrees Celsius,14.2,3.609,74052,county_month_depth,8,NA,Lunenburg,NA,5
Temperature,degrees Celsius,11.149,3.755,59520,county_month_depth,8,NA,Lunenburg,NA,10
Temperature,degrees Celsius,13.215,3.396,744,county_month_depth,8,NA,Lunenburg,NA,12
Temperature,degrees Celsius,8.986,2.999,57684,county_month_depth,8,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,104.067,4.812,13223,county_month_depth,8,NA,Lunenburg,NA,20
Temperature,degrees Celsius,7.953,2.619,58024,county_month_depth,8,NA,Lunenburg,NA,20
Temperature,degrees Celsius,7.067,2.474,11904,county_month_depth,8,NA,Lunenburg,NA,25
Temperature,degrees Celsius,6.16,0.541,1488,county_month_depth,8,NA,Lunenburg,NA,27
Temperature,degrees Celsius,6.102,2.304,23808,county_month_depth,8,NA,Lunenburg,NA,30
Temperature,degrees Celsius,4.802,0.939,2232,county_month_depth,8,NA,Lunenburg,NA,37
Temperature,degrees Celsius,5.011,1.281,7440,county_month_depth,8,NA,Lunenburg,NA,40
Temperature,degrees Celsius,15.941,1.744,720,county_month_depth,9,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,108.437,1.806,4246,county_month_depth,9,NA,Lunenburg,NA,2
Temperature,degrees Celsius,16.929,2.133,49532,county_month_depth,9,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,7.649,1.046,20160,county_month_depth,9,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,107.637,3.745,19459,county_month_depth,9,NA,Lunenburg,NA,5
Temperature,degrees Celsius,16.175,2.302,71664,county_month_depth,9,NA,Lunenburg,NA,5
Temperature,degrees Celsius,14.798,2.911,57600,county_month_depth,9,NA,Lunenburg,NA,10
Temperature,degrees Celsius,13.001,2.798,720,county_month_depth,9,NA,Lunenburg,NA,12
Temperature,degrees Celsius,12.739,3.094,54720,county_month_depth,9,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,102.655,4.474,12796,county_month_depth,9,NA,Lunenburg,NA,20
Temperature,degrees Celsius,11.683,3.091,54557,county_month_depth,9,NA,Lunenburg,NA,20
Temperature,degrees Celsius,10.328,3.403,11520,county_month_depth,9,NA,Lunenburg,NA,25
Temperature,degrees Celsius,8.472,1.427,1440,county_month_depth,9,NA,Lunenburg,NA,27
Temperature,degrees Celsius,9.27,3.433,23040,county_month_depth,9,NA,Lunenburg,NA,30
Temperature,degrees Celsius,7.248,2.534,2160,county_month_depth,9,NA,Lunenburg,NA,37
Temperature,degrees Celsius,7.086,2.147,7194,county_month_depth,9,NA,Lunenburg,NA,40
Temperature,degrees Celsius,15.912,0.123,158,county_month_depth,10,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,104.028,2.016,1981,county_month_depth,10,NA,Lunenburg,NA,2
Temperature,degrees Celsius,14.027,2.166,51182,county_month_depth,10,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,7.383,1.13,15390,county_month_depth,10,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,104.941,4.475,22140,county_month_depth,10,NA,Lunenburg,NA,5
Temperature,degrees Celsius,13.584,2.184,74053,county_month_depth,10,NA,Lunenburg,NA,5
Temperature,degrees Celsius,13.568,2.258,59520,county_month_depth,10,NA,Lunenburg,NA,10
Temperature,degrees Celsius,15.855,0.091,158,county_month_depth,10,NA,Lunenburg,NA,12
Temperature,degrees Celsius,12.979,2.315,56544,county_month_depth,10,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,98.275,5.081,13223,county_month_depth,10,NA,Lunenburg,NA,20
Temperature,degrees Celsius,12.273,2.571,56375,county_month_depth,10,NA,Lunenburg,NA,20
Temperature,degrees Celsius,11.628,2.538,11904,county_month_depth,10,NA,Lunenburg,NA,25
Temperature,degrees Celsius,10.45,1.963,1488,county_month_depth,10,NA,Lunenburg,NA,27
Temperature,degrees Celsius,10.838,2.925,23808,county_month_depth,10,NA,Lunenburg,NA,30
Temperature,degrees Celsius,8.611,1.853,2232,county_month_depth,10,NA,Lunenburg,NA,37
Temperature,degrees Celsius,8.541,2.586,7440,county_month_depth,10,NA,Lunenburg,NA,40
Temperature,degrees Celsius,8.711,0.576,319,county_month_depth,11,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,103.047,1.654,1356,county_month_depth,11,NA,Lunenburg,NA,2
Temperature,degrees Celsius,9.866,2.071,46068,county_month_depth,11,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,8.696,0.873,18910,county_month_depth,11,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,102.478,4.813,18395,county_month_depth,11,NA,Lunenburg,NA,5
Temperature,degrees Celsius,9.798,1.999,59180,county_month_depth,11,NA,Lunenburg,NA,5
Temperature,degrees Celsius,9.898,1.992,48965,county_month_depth,11,NA,Lunenburg,NA,10
Temperature,degrees Celsius,8.859,0.504,319,county_month_depth,11,NA,Lunenburg,NA,12
Temperature,degrees Celsius,9.95,1.893,46082,county_month_depth,11,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,94.142,6.709,9568,county_month_depth,11,NA,Lunenburg,NA,20
Temperature,degrees Celsius,9.13,1.85,66460,county_month_depth,11,NA,Lunenburg,NA,20
Temperature,degrees Celsius,9.122,1.187,27460,county_month_depth,11,NA,Lunenburg,NA,25
Temperature,degrees Celsius,9.771,1.657,1164,county_month_depth,11,NA,Lunenburg,NA,27
Temperature,degrees Celsius,8.959,1.978,17758,county_month_depth,11,NA,Lunenburg,NA,30
Temperature,degrees Celsius,8.448,1.42,1499,county_month_depth,11,NA,Lunenburg,NA,37
Temperature,degrees Celsius,7.517,1.045,18239,county_month_depth,11,NA,Lunenburg,NA,40
Temperature,degrees Celsius,6.787,0.799,744,county_month_depth,12,NA,Lunenburg,NA,1
Dissolved Oxygen,percent saturation,103.539,1.436,4464,county_month_depth,12,NA,Lunenburg,NA,2
Temperature,degrees Celsius,6.087,1.645,48950,county_month_depth,12,NA,Lunenburg,NA,2
Dissolved Oxygen,mg/L,9.555,0.358,26784,county_month_depth,12,NA,Lunenburg,NA,5
Dissolved Oxygen,percent saturation,102.423,5.426,22104,county_month_depth,12,NA,Lunenburg,NA,5
Temperature,degrees Celsius,6.119,1.601,54344,county_month_depth,12,NA,Lunenburg,NA,5
Temperature,degrees Celsius,6.336,1.597,42591,county_month_depth,12,NA,Lunenburg,NA,10
Temperature,degrees Celsius,6.959,0.77,744,county_month_depth,12,NA,Lunenburg,NA,12
Temperature,degrees Celsius,6.443,1.598,41664,county_month_depth,12,NA,Lunenburg,NA,15
Dissolved Oxygen,percent saturation,96.71,2.587,8852,county_month_depth,12,NA,Lunenburg,NA,20
Temperature,degrees Celsius,6.17,1.781,46277,county_month_depth,12,NA,Lunenburg,NA,20
Temperature,degrees Celsius,7.272,1.001,9045,county_month_depth,12,NA,Lunenburg,NA,25
Temperature,degrees Celsius,6.881,0.947,744,county_month_depth,12,NA,Lunenburg,NA,27
Temperature,degrees Celsius,6.912,1.239,17856,county_month_depth,12,NA,Lunenburg,NA,30
Temperature,degrees Celsius,7.425,0.444,1488,county_month_depth,12,NA,Lunenburg,NA,37
Temperature,degrees Celsius,6.491,1.281,14673,county_month_depth,12,NA,Lunenburg,NA,40
Temperature,degrees Celsius,-0.184,1.209,5952,county_month_depth,1,NA,Pictou,NA,1
Dissolved Oxygen,percent saturation,100.191,1.378,4465,county_month_depth,1,NA,Pictou,NA,2
Temperature,degrees Celsius,1.213,0.977,5209,county_month_depth,1,NA,Pictou,NA,2
Temperature,degrees Celsius,0.702,1.367,3720,county_month_depth,1,NA,Pictou,NA,5
Temperature,degrees Celsius,0.846,0.989,744,county_month_depth,1,NA,Pictou,NA,8
Temperature,degrees Celsius,-0.995,0.594,5376,county_month_depth,2,NA,Pictou,NA,1
Dissolved Oxygen,percent saturation,101.011,1.764,4034,county_month_depth,2,NA,Pictou,NA,2
Temperature,degrees Celsius,-0.752,0.571,4706,county_month_depth,2,NA,Pictou,NA,2
Temperature,degrees Celsius,-1.079,0.579,3360,county_month_depth,2,NA,Pictou,NA,5
Temperature,degrees Celsius,-1.322,0.547,672,county_month_depth,2,NA,Pictou,NA,8
Temperature,degrees Celsius,0.139,1.468,5952,county_month_depth,3,NA,Pictou,NA,1
Dissolved Oxygen,percent saturation,100.267,2.729,2820,county_month_depth,3,NA,Pictou,NA,2
Temperature,degrees Celsius,-0.115,1.171,5209,county_month_depth,3,NA,Pictou,NA,2
Temperature,degrees Celsius,-0.933,0.662,2361,county_month_depth,3,NA,Pictou,NA,5
Temperature,degrees Celsius,-0.864,0.925,744,county_month_depth,3,NA,Pictou,NA,8
Temperature,degrees Celsius,4.775,1.701,5760,county_month_depth,4,NA,Pictou,NA,1
Temperature,degrees Celsius,4,1.478,5042,county_month_depth,4,NA,Pictou,NA,2
Temperature,degrees Celsius,1.885,1.326,720,county_month_depth,4,NA,Pictou,NA,5
Temperature,degrees Celsius,2.89,1.356,720,county_month_depth,4,NA,Pictou,NA,8
Temperature,degrees Celsius,11.421,1.866,1144,county_month_depth,5,NA,Pictou,NA,0
Temperature,degrees Celsius,10.305,2.774,6792,county_month_depth,5,NA,Pictou,NA,1
Temperature,degrees Celsius,8.616,2.248,5209,county_month_depth,5,NA,Pictou,NA,2
Temperature,degrees Celsius,6.968,2.021,628,county_month_depth,5,NA,Pictou,NA,5
Temperature,degrees Celsius,7.628,2.114,744,county_month_depth,5,NA,Pictou,NA,8
Temperature,degrees Celsius,13.761,1.904,2880,county_month_depth,6,NA,Pictou,NA,0
Temperature,degrees Celsius,15.313,2.645,6661,county_month_depth,6,NA,Pictou,NA,1
Temperature,degrees Celsius,13.685,1.718,6094,county_month_depth,6,NA,Pictou,NA,2
Dissolved Oxygen,percent saturation,114.068,4.068,3888,county_month_depth,6,NA,Pictou,NA,3
Temperature,degrees Celsius,13.499,1.873,4536,county_month_depth,6,NA,Pictou,NA,3
Temperature,degrees Celsius,13.167,1.894,806,county_month_depth,6,NA,Pictou,NA,5
Temperature,degrees Celsius,12.961,1.773,566,county_month_depth,6,NA,Pictou,NA,8
Temperature,degrees Celsius,21.462,1.96,2976,county_month_depth,7,NA,Pictou,NA,0
Temperature,degrees Celsius,21.137,2.646,7382,county_month_depth,7,NA,Pictou,NA,1
Temperature,degrees Celsius,19.009,1.867,2976,county_month_depth,7,NA,Pictou,NA,2
Temperature,degrees Celsius,18.35,1.909,7440,county_month_depth,7,NA,Pictou,NA,3
Temperature,degrees Celsius,17.691,1.9,1488,county_month_depth,7,NA,Pictou,NA,5
Temperature,degrees Celsius,23.521,1.542,2976,county_month_depth,8,NA,Pictou,NA,0
Temperature,degrees Celsius,22.167,1.974,17794,county_month_depth,8,NA,Pictou,NA,1
Temperature,degrees Celsius,20.752,0.904,2976,county_month_depth,8,NA,Pictou,NA,2
Dissolved Oxygen,percent saturation,109.879,5.809,4176,county_month_depth,8,NA,Pictou,NA,3
Temperature,degrees Celsius,20.387,1.214,7440,county_month_depth,8,NA,Pictou,NA,3
Temperature,degrees Celsius,19.828,1.304,1488,county_month_depth,8,NA,Pictou,NA,5
Temperature,degrees Celsius,18.842,2.3,2880,county_month_depth,9,NA,Pictou,NA,0
Temperature,degrees Celsius,19.034,1.811,17280,county_month_depth,9,NA,Pictou,NA,1
Temperature,degrees Celsius,18.295,1.994,2843,county_month_depth,9,NA,Pictou,NA,2
Temperature,degrees Celsius,18.4,1.611,7143,county_month_depth,9,NA,Pictou,NA,3
Temperature,degrees Celsius,18.071,1.464,1431,county_month_depth,9,NA,Pictou,NA,5
Temperature,degrees Celsius,14.448,1.125,941,county_month_depth,10,NA,Pictou,NA,0
Temperature,degrees Celsius,13.641,2.166,19126,county_month_depth,10,NA,Pictou,NA,1
Dissolved Oxygen,percent saturation,99.353,2.193,4331,county_month_depth,10,NA,Pictou,NA,2
Temperature,degrees Celsius,13.542,2.247,5051,county_month_depth,10,NA,Pictou,NA,2
Temperature,degrees Celsius,14.615,1.365,2976,county_month_depth,10,NA,Pictou,NA,3
Temperature,degrees Celsius,13.733,2.013,3630,county_month_depth,10,NA,Pictou,NA,5
Temperature,degrees Celsius,13.308,2.13,721,county_month_depth,10,NA,Pictou,NA,8
Temperature,degrees Celsius,7.347,2.721,8539,county_month_depth,11,NA,Pictou,NA,1
Dissolved Oxygen,percent saturation,98.295,1.33,4321,county_month_depth,11,NA,Pictou,NA,2
Temperature,degrees Celsius,7.978,1.496,5041,county_month_depth,11,NA,Pictou,NA,2
Temperature,degrees Celsius,9.246,1.629,2880,county_month_depth,11,NA,Pictou,NA,3
Temperature,degrees Celsius,8.21,1.421,3600,county_month_depth,11,NA,Pictou,NA,5
Temperature,degrees Celsius,7.751,1.308,720,county_month_depth,11,NA,Pictou,NA,8
Temperature,degrees Celsius,3.361,2.641,5952,county_month_depth,12,NA,Pictou,NA,1
Dissolved Oxygen,percent saturation,98.019,1.223,4466,county_month_depth,12,NA,Pictou,NA,2
Temperature,degrees Celsius,5.218,1.873,5210,county_month_depth,12,NA,Pictou,NA,2
Temperature,degrees Celsius,3.678,2.129,2655,county_month_depth,12,NA,Pictou,NA,3
Temperature,degrees Celsius,4.775,2.12,3720,county_month_depth,12,NA,Pictou,NA,5
Temperature,degrees Celsius,4.939,1.766,744,county_month_depth,12,NA,Pictou,NA,8
Temperature,degrees Celsius,4.646,0.967,5952,county_month_depth,1,NA,Queens,NA,2
Dissolved Oxygen,percent saturation,103.431,5.301,8929,county_month_depth,1,NA,Queens,NA,5
Temperature,degrees Celsius,4.97,0.899,8929,county_month_depth,1,NA,Queens,NA,5
Temperature,degrees Celsius,5.049,0.884,5952,county_month_depth,1,NA,Queens,NA,10
Temperature,degrees Celsius,5.245,0.828,1488,county_month_depth,1,NA,Queens,NA,15
Temperature,degrees Celsius,2.713,0.574,5376,county_month_depth,2,NA,Queens,NA,2
Dissolved Oxygen,percent saturation,104.61,6.184,8065,county_month_depth,2,NA,Queens,NA,5
